40

0  34  7  17  22  18  11  35  5  12  27  30  8  11  12  18  7  27  19  18  3  38  18  38  14  36  10  24  37  8  21  23  36  9  16  1  32  9  22  13  
34  0  37  25  8  18  8  25  13  24  16  38  10  31  37  24  5  21  12  2  18  17  36  23  38  16  40  33  24  38  37  21  12  5  11  34  20  26  39  37  
7  37  0  26  32  23  31  26  2  22  26  30  10  13  17  15  34  30  21  34  12  17  21  40  6  8  9  25  32  28  13  31  40  9  11  21  7  31  30  14  
17  25  26  0  24  2  5  20  37  25  9  35  29  20  37  5  9  23  21  29  34  19  31  9  12  39  36  32  10  7  30  38  27  26  37  31  31  19  19  23  
22  8  32  24  0  5  27  39  30  27  24  32  21  36  12  13  17  24  26  31  38  28  8  10  1  40  38  4  24  8  36  2  14  30  3  37  29  16  3  15  
18  18  23  2  5  0  9  33  22  28  11  7  12  31  15  31  20  12  13  8  16  7  6  12  37  16  1  8  21  35  40  18  1  38  17  27  32  40  40  11  
11  8  31  5  27  9  0  3  1  36  22  10  36  31  39  12  10  36  25  24  25  15  30  38  37  10  10  15  40  5  25  32  14  11  36  16  16  15  7  4  
35  25  26  20  39  33  3  0  17  22  28  29  9  28  39  23  31  1  31  2  5  16  11  32  25  8  6  36  38  24  4  23  9  27  37  6  12  31  33  34  
5  13  2  37  30  22  1  17  0  7  36  26  11  25  14  2  9  6  38  18  3  1  22  16  33  23  3  26  35  30  9  4  20  4  16  3  14  25  29  1  
12  24  22  25  27  28  36  22  7  0  19  31  22  21  6  9  11  11  13  22  36  15  20  37  5  6  28  27  34  19  13  32  15  18  10  31  20  24  31  27  
27  16  26  9  24  11  22  28  36  19  0  4  3  17  17  11  37  16  32  17  40  34  15  16  7  15  5  38  34  39  11  13  16  14  19  13  37  12  4  35  
30  38  30  35  32  7  10  29  26  31  4  0  13  10  6  33  31  10  40  1  14  5  12  16  35  12  8  30  38  30  1  38  28  22  12  39  11  31  39  37  
8  10  10  29  21  12  36  9  11  22  3  13  0  33  23  23  22  38  35  27  35  40  3  21  4  33  21  28  26  39  13  30  15  35  23  23  6  35  8  29  
11  31  13  20  36  31  31  28  25  21  17  10  33  0  19  14  30  5  29  11  17  27  25  39  24  4  16  14  4  2  12  14  13  23  12  28  13  15  3  31  
12  37  17  37  12  15  39  39  14  6  17  6  23  19  0  3  18  6  2  37  15  29  36  19  37  11  13  17  22  30  27  6  39  35  38  36  24  18  28  38  
18  24  15  5  13  31  12  23  2  9  11  33  23  14  3  0  22  23  9  18  10  20  14  34  30  21  15  24  1  40  39  40  3  31  4  6  23  27  24  19  
7  5  34  9  17  20  10  31  9  11  37  31  22  30  18  22  0  2  40  21  18  1  4  12  27  37  23  20  37  6  9  28  8  20  14  14  32  28  38  34  
27  21  30  23  24  12  36  1  6  11  16  10  38  5  6  23  2  0  2  23  26  24  14  5  3  35  9  38  20  1  37  34  39  25  30  15  35  37  1  29  
19  12  21  21  26  13  25  31  38  13  32  40  35  29  2  9  40  2  0  21  27  11  34  28  19  5  34  36  11  7  36  1  5  23  30  4  12  35  28  2  
18  2  34  29  31  8  24  2  18  22  17  1  27  11  37  18  21  23  21  0  35  35  13  36  23  4  38  25  15  17  15  7  30  9  25  3  39  8  17  24  
3  18  12  34  38  16  25  5  3  36  40  14  35  17  15  10  18  26  27  35  0  19  22  4  19  1  33  30  26  27  3  27  31  33  1  24  6  36  38  23  
38  17  17  19  28  7  15  16  1  15  34  5  40  27  29  20  1  24  11  35  19  0  11  24  2  8  31  10  35  37  25  40  8  25  28  12  19  5  27  17  
18  36  21  31  8  6  30  11  22  20  15  12  3  25  36  14  4  14  34  13  22  11  0  11  40  3  28  22  36  25  18  40  8  9  27  7  31  17  11  32  
38  23  40  9  10  12  38  32  16  37  16  16  21  39  19  34  12  5  28  36  4  24  11  0  1  29  35  35  7  8  6  4  30  16  32  38  23  40  17  38  
14  38  6  12  1  37  37  25  33  5  7  35  4  24  37  30  27  3  19  23  19  2  40  1  0  17  8  16  38  19  25  17  10  40  23  33  8  27  28  11  
36  16  8  39  40  16  10  8  23  6  15  12  33  4  11  21  37  35  5  4  1  8  3  29  17  0  6  24  36  22  24  1  30  4  26  9  5  22  27  6  
10  40  9  36  38  1  10  6  3  28  5  8  21  16  13  15  23  9  34  38  33  31  28  35  8  6  0  27  38  27  31  26  38  15  4  21  33  6  15  14  
24  33  25  32  4  8  15  36  26  27  38  30  28  14  17  24  20  38  36  25  30  10  22  35  16  24  27  0  21  11  13  35  36  37  26  31  38  22  36  24  
37  24  32  10  24  21  40  38  35  34  34  38  26  4  22  1  37  20  11  15  26  35  36  7  38  36  38  21  0  19  3  14  31  22  25  27  26  11  1  28  
8  38  28  7  8  35  5  24  30  19  39  30  39  2  30  40  6  1  7  17  27  37  25  8  19  22  27  11  19  0  13  3  28  22  11  15  33  36  30  39  
21  37  13  30  36  40  25  4  9  13  11  1  13  12  27  39  9  37  36  15  3  25  18  6  25  24  31  13  3  13  0  39  16  4  18  40  33  19  15  32  
23  21  31  38  2  18  32  23  4  32  13  38  30  14  6  40  28  34  1  7  27  40  40  4  17  1  26  35  14  3  39  0  8  21  34  40  18  33  9  34  
36  12  40  27  14  1  14  9  20  15  16  28  15  13  39  3  8  39  5  30  31  8  8  30  10  30  38  36  31  28  16  8  0  17  30  35  22  33  13  14  
9  5  9  26  30  38  11  27  4  18  14  22  35  23  35  31  20  25  23  9  33  25  9  16  40  4  15  37  22  22  4  21  17  0  8  4  18  21  28  18  
16  11  11  37  3  17  36  37  16  10  19  12  23  12  38  4  14  30  30  25  1  28  27  32  23  26  4  26  25  11  18  34  30  8  0  16  37  39  3  30  
1  34  21  31  37  27  16  6  3  31  13  39  23  28  36  6  14  15  4  3  24  12  7  38  33  9  21  31  27  15  40  40  35  4  16  0  3  25  28  36  
32  20  7  31  29  32  16  12  14  20  37  11  6  13  24  23  32  35  12  39  6  19  31  23  8  5  33  38  26  33  33  18  22  18  37  3  0  10  7  4  
9  26  31  19  16  40  15  31  25  24  12  31  35  15  18  27  28  37  35  8  36  5  17  40  27  22  6  22  11  36  19  33  33  21  39  25  10  0  5  11  
22  39  30  19  3  40  7  33  29  31  4  39  8  3  28  24  38  1  28  17  38  27  11  17  28  27  15  36  1  30  15  9  13  28  3  28  7  5  0  17  
13  37  14  23  15  11  4  34  1  27  35  37  29  31  38  19  34  29  2  24  23  17  32  38  11  6  14  24  28  39  32  34  14  18  30  36  4  11  17  0  

0  19  29  18  23  27  7  10  10  37  30  13  4  11  40  16  23  1  29  9  21  26  6  18  16  9  30  11  8  22  26  8  28  19  25  40  20  24  4  7  
19  0  6  23  19  33  12  1  10  18  11  5  16  9  8  31  2  33  22  25  9  7  2  40  37  4  8  4  14  1  38  14  16  37  37  20  20  25  34  16  
29  6  0  27  13  11  13  30  14  33  34  2  11  12  40  14  38  7  13  27  13  34  29  34  39  39  35  40  28  16  3  22  28  33  39  40  39  8  10  36  
18  23  27  0  27  16  25  21  18  26  24  6  11  4  40  32  33  1  35  10  23  32  21  27  4  35  29  5  23  2  2  40  24  21  6  35  22  4  33  14  
23  19  13  27  0  31  31  40  13  32  3  27  24  15  32  16  22  9  10  5  23  9  23  13  1  33  15  26  26  38  28  38  21  14  31  18  17  40  10  14  
27  33  11  16  31  0  22  4  12  27  32  29  16  25  20  29  25  14  29  12  33  13  14  4  31  7  11  14  36  39  28  21  34  10  23  12  20  29  36  18  
7  12  13  25  31  22  0  37  29  34  36  40  18  24  31  31  32  26  16  21  18  32  29  11  23  34  19  12  40  29  2  25  21  2  30  23  18  39  18  25  
10  1  30  21  40  4  37  0  14  38  33  26  27  13  39  14  5  33  6  19  8  33  23  38  16  26  9  20  22  36  23  9  32  31  28  24  39  12  12  29  
10  10  14  18  13  12  29  14  0  32  21  34  7  22  2  14  19  15  36  32  8  5  26  20  34  17  11  8  38  40  21  10  1  26  32  2  34  33  7  6  
37  18  33  26  32  27  34  38  32  0  31  34  9  33  26  14  38  19  26  1  38  30  16  19  40  11  24  31  33  5  34  17  30  6  3  21  12  34  9  19  
30  11  34  24  3  32  36  33  21  31  0  1  10  28  22  2  25  31  1  35  14  15  19  6  32  14  37  19  37  11  3  20  39  38  30  4  9  7  13  30  
13  5  2  6  27  29  40  26  34  34  1  0  10  34  40  36  3  15  10  40  15  38  37  15  20  6  29  11  8  23  15  22  23  8  2  10  23  32  24  31  
4  16  11  11  24  16  18  27  7  9  10  10  0  10  39  16  31  1  26  14  2  5  23  3  31  5  10  36  16  5  3  21  6  36  40  18  20  30  9  6  
11  9  12  4  15  25  24  13  22  33  28  34  10  0  37  24  4  40  5  37  3  22  10  39  9  4  40  20  26  2  12  11  31  18  23  37  7  15  29  10  
40  8  40  40  32  20  31  39  2  26  22  40  39  37  0  2  4  5  9  38  22  27  40  35  4  25  35  28  25  28  4  8  25  18  21  20  20  26  18  12  
16  31  14  32  16  29  31  14  14  14  2  36  16  24  2  0  16  36  14  34  30  38  26  5  34  9  37  12  40  7  16  30  36  36  12  24  35  13  10  5  
23  2  38  33  22  25  32  5  19  38  25  3  31  4  4  16  0  29  22  26  15  6  33  22  14  25  31  28  22  14  24  14  25  10  17  10  2  19  25  19  
1  33  7  1  9  14  26  33  15  19  31  15  1  40  5  36  29  0  25  40  32  19  13  4  13  6  27  11  22  7  25  29  29  38  38  39  18  15  36  12  
29  22  13  35  10  29  16  6  36  26  1  10  26  5  9  14  22  25  0  32  9  4  12  34  25  21  26  12  7  18  23  35  20  26  6  13  14  39  11  13  
9  25  27  10  5  12  21  19  32  1  35  40  14  37  38  34  26  40  32  0  23  16  16  32  36  40  21  35  19  4  11  39  33  24  9  10  24  27  8  4  
21  9  13  23  23  33  18  8  8  38  14  15  2  3  22  30  15  32  9  23  0  36  24  23  23  8  3  3  34  38  37  10  10  8  27  14  38  6  20  11  
26  7  34  32  9  13  32  33  5  30  15  38  5  22  27  38  6  19  4  16  36  0  6  7  13  30  27  1  23  23  19  36  5  29  6  38  8  8  1  14  
6  2  29  21  23  14  29  23  26  16  19  37  23  10  40  26  33  13  12  16  24  6  0  28  3  39  39  31  18  2  6  35  40  11  26  9  24  1  5  5  
18  40  34  27  13  4  11  38  20  19  6  15  3  39  35  5  22  4  34  32  23  7  28  0  11  16  14  7  28  13  25  10  33  6  14  40  20  22  5  20  
16  37  39  4  1  31  23  16  34  40  32  20  31  9  4  34  14  13  25  36  23  13  3  11  0  1  4  7  31  17  9  40  10  30  2  34  40  13  7  14  
9  4  39  35  33  7  34  26  17  11  14  6  5  4  25  9  25  6  21  40  8  30  39  16  1  0  3  6  29  12  25  21  9  37  9  9  2  32  4  12  
