100

0  54  80  57  51  6  16  37  32  46  46  1  33  85  71  40  40  61  89  46  45  90  89  96  28  85  84  67  48  78  93  80  82  75  64  70  9  48  56  6  100  28  98  13  65  35  78  9  53  90  11  61  34  96  9  90  56  89  11  23  45  75  55  74  17  67  60  95  45  53  17  86  17  65  15  38  94  43  64  90  67  68  79  27  33  54  45  7  52  48  90  71  59  91  91  100  76  18  67  46  
54  0  43  18  32  25  72  48  69  34  2  72  25  89  75  14  23  38  73  32  8  39  91  47  87  28  8  76  20  54  24  93  34  76  13  60  65  3  25  24  21  36  40  89  56  85  78  83  22  55  49  53  64  78  4  30  79  12  26  55  68  96  7  32  6  43  47  21  98  1  20  50  69  64  3  83  54  86  41  68  84  55  50  94  25  90  86  34  18  90  57  11  32  27  98  70  94  11  65  40  
80  43  0  5  4  14  2  33  39  100  55  31  50  55  88  22  61  25  57  44  94  46  39  80  75  63  85  16  8  79  73  43  73  80  85  91  31  94  45  78  79  88  32  60  51  88  65  92  84  99  31  1  83  92  49  5  8  34  45  100  48  50  68  2  47  48  82  1  53  3  63  45  83  57  61  41  19  30  47  71  74  57  10  53  90  94  5  3  84  44  17  82  62  51  6  17  54  55  9  18  
57  18  5  0  26  20  84  94  70  21  9  79  63  79  37  89  65  35  60  42  21  1  57  27  31  52  75  92  86  49  91  92  54  62  16  87  60  74  56  66  26  22  43  84  30  67  14  90  65  30  55  85  3  53  59  13  75  15  89  70  46  16  92  54  98  44  5  83  90  23  33  62  95  70  51  21  49  74  6  12  58  11  44  9  46  7  74  5  53  58  89  53  4  23  21  89  30  54  73  65  
51  32  4  26  0  6  13  34  44  45  74  98  15  46  26  65  60  68  35  60  82  31  63  29  32  33  94  57  57  27  36  26  67  1  71  86  7  94  62  20  93  21  82  76  3  65  47  18  66  40  78  86  54  33  60  54  54  95  19  92  69  38  55  45  26  79  88  35  16  56  9  6  28  20  86  55  54  62  58  66  98  23  72  52  38  61  66  94  41  51  49  18  45  26  27  27  47  23  81  87  
6  25  14  20  6  0  39  3  97  38  27  5  96  4  2  16  69  59  56  2  81  16  80  11  20  91  56  25  14  58  12  41  93  71  11  32  38  38  91  85  78  100  24  60  84  54  47  32  36  85  21  32  9  23  29  27  67  14  58  20  60  63  77  12  37  97  8  17  65  14  32  54  32  80  38  42  38  5  63  58  78  31  84  50  92  69  1  70  30  91  93  8  20  31  41  33  83  62  54  71  
16  72  2  84  13  39  0  20  53  47  76  63  87  9  71  18  29  81  51  85  100  84  24  42  8  43  92  89  16  98  22  26  3  15  38  15  95  66  18  57  14  3  13  33  55  33  80  80  74  20  37  74  19  52  67  24  95  66  13  83  67  17  49  66  85  39  85  34  3  91  57  78  87  46  24  8  6  65  56  35  82  80  78  1  29  56  26  5  1  6  23  2  32  7  11  20  1  22  41  17  
37  48  33  94  34  3  20  0  35  97  83  49  58  49  11  51  93  23  25  95  70  16  49  64  28  50  27  53  42  36  33  56  40  3  75  58  69  47  46  53  72  93  53  61  43  78  87  61  12  37  7  1  99  69  67  44  60  10  4  10  10  55  82  7  96  5  9  28  76  49  52  44  56  26  63  27  67  49  79  86  49  21  48  33  55  59  3  24  5  39  10  34  23  35  22  21  63  85  46  16  
32  69  39  70  44  97  53  35  0  61  67  60  11  78  37  15  94  40  51  56  83  99  96  87  56  79  80  88  23  15  97  41  85  34  46  100  77  78  86  16  85  16  71  45  40  84  19  64  4  7  19  79  38  84  62  13  46  97  44  17  70  87  67  8  87  49  56  84  28  85  93  56  56  5  68  31  77  46  92  92  41  71  20  15  68  100  94  96  36  39  46  40  53  49  13  16  92  92  15  53  
46  34  100  21  45  38  47  97  61  0  39  37  95  65  54  39  68  90  19  68  52  61  91  10  10  89  50  30  19  90  56  82  67  29  46  98  94  32  95  86  76  40  55  94  4  97  47  83  57  57  95  89  90  100  63  43  8  77  34  79  4  33  79  39  87  93  74  72  67  63  38  7  19  53  62  6  12  97  93  44  46  53  55  82  18  33  71  1  68  89  94  58  52  36  13  41  49  75  89  69  
46  2  55  9  74  27  76  83  67  39  0  10  98  65  91  20  90  99  47  66  86  65  74  66  70  6  39  18  89  42  15  40  37  18  42  52  21  75  43  55  68  68  22  59  43  54  40  14  73  57  41  76  32  53  69  15  53  49  67  84  76  85  49  69  61  58  12  28  63  22  51  61  68  75  10  19  19  2  91  87  72  70  15  82  36  56  44  90  44  28  89  62  25  32  94  62  21  18  83  88  
1  72  31  79  98  5  63  49  60  37  10  0  85  61  3  80  17  96  41  5  7  66  46  71  81  3  68  45  4  97  56  29  7  7  66  3  79  3  41  21  63  85  43  62  62  13  73  70  61  80  98  78  17  58  93  35  58  20  85  14  31  8  98  88  84  77  98  74  35  54  95  76  87  100  6  12  41  65  84  46  20  34  24  43  27  82  45  93  21  9  72  39  19  53  99  36  11  31  85  49  
33  25  50  63  15  96  87  58  11  95  98  85  0  81  61  7  66  98  87  73  68  72  32  20  46  1  79  56  31  95  89  16  100  90  7  60  57  23  44  69  65  37  23  65  67  60  86  53  100  73  63  15  15  72  26  12  31  22  67  67  62  95  26  74  50  22  26  87  69  41  6  33  79  86  74  100  13  77  42  61  14  18  10  16  14  27  37  23  18  19  30  47  84  59  5  71  57  74  22  40  
85  89  55  79  46  4  9  49  78  65  65  61  81  0  63  39  25  68  86  21  99  97  62  50  62  41  19  81  22  86  31  48  60  18  61  6  91  10  63  27  96  50  33  75  95  38  19  66  59  40  64  63  78  99  62  8  58  6  78  50  57  10  32  43  37  53  44  22  98  50  11  99  22  79  81  5  27  25  5  83  16  3  22  73  91  68  38  79  78  72  32  96  32  54  96  57  12  62  22  1  
71  75  88  37  26  2  71  11  37  54  91  3  61  63  0  54  33  47  23  12  64  50  95  74  23  95  14  58  37  40  83  86  81  74  92  34  67  46  25  32  13  53  57  16  81  83  67  9  15  93  100  59  17  11  31  78  9  30  93  50  68  60  33  23  47  52  86  81  34  32  81  53  82  3  83  95  34  26  22  55  94  100  43  8  98  86  84  93  35  4  29  44  5  16  44  13  100  44  90  48  
40  14  22  89  65  16  18  51  15  39  20  80  7  39  54  0  33  30  90  62  4  78  27  41  23  47  5  87  85  88  40  16  61  53  73  71  15  12  9  40  59  89  17  13  81  62  11  5  84  87  90  83  84  23  42  48  81  21  41  69  29  27  98  17  38  86  80  33  78  72  30  42  48  79  48  28  25  44  30  89  83  46  6  85  19  73  77  55  66  45  35  22  37  54  79  80  90  18  41  92  
40  23  61  65  60  69  29  93  94  68  90  17  66  25  33  33  0  87  40  74  73  67  26  39  69  70  78  21  1  67  9  46  94  42  13  16  66  63  40  31  27  95  80  40  86  71  89  15  25  48  71  14  58  11  32  33  63  5  91  37  95  19  92  58  68  86  76  77  36  10  31  2  97  39  72  56  7  73  22  43  26  82  84  9  67  6  8  85  86  84  47  76  60  45  14  94  61  81  16  3  
61  38  25  35  68  59  81  23  40  90  99  96  98  68  47  30  87  0  80  52  86  42  97  98  56  68  95  30  91  89  30  46  5  63  71  5  73  87  41  19  24  51  10  55  1  89  35  35  79  39  92  38  100  40  64  58  88  98  71  23  96  13  62  1  18  58  45  90  42  36  1  53  42  99  55  42  36  95  34  45  31  47  6  86  24  17  4  6  60  100  67  86  52  46  26  93  65  91  48  5  
89  73  57  60  35  56  51  25  51  19  47  41  87  86  23  90  40  80  0  27  67  4  60  65  75  50  25  6  53  90  38  2  96  42  85  62  33  52  80  30  26  90  38  2  75  43  16  26  62  100  1  58  18  15  4  92  63  21  86  32  9  82  6  77  71  16  56  100  17  91  42  5  73  78  17  88  35  74  30  27  9  23  68  73  1  2  53  71  70  27  63  100  89  63  49  2  25  26  85  38  
46  32  44  42  60  2  85  95  56  68  66  5  73  21  12  62  74  52  27  0  28  27  82  76  35  97  68  9  24  69  6  94  29  28  76  97  88  23  66  3  65  41  74  68  62  98  91  21  4  33  15  79  84  17  27  73  29  89  83  50  92  45  1  73  82  65  98  70  65  80  87  12  16  69  31  60  33  58  88  76  9  5  60  37  64  3  29  20  89  75  53  38  80  84  55  61  42  38  16  26  
45  8  94  21  82  81  100  70  83  52  86  7  68  99  64  4  73  86  67  28  0  48  18  7  96  55  93  11  54  83  19  36  78  37  66  67  19  42  99  69  32  85  21  16  26  65  52  43  36  53  38  34  29  58  11  55  22  95  30  76  51  68  62  65  92  4  79  94  37  56  14  42  91  3  61  80  5  39  80  67  9  7  33  57  54  40  70  83  99  46  64  99  4  53  58  71  56  44  63  67  
90  39  46  1  31  16  84  16  99  61  65  66  72  97  50  78  67  42  4  27  48  0  88  6  33  52  40  19  30  82  6  1  44  31  63  35  41  16  100  51  58  86  63  16  30  58  50  69  79  89  94  48  9  22  43  48  99  60  79  62  57  98  42  76  58  40  6  93  22  81  98  89  36  11  49  65  62  23  81  53  25  76  10  45  39  98  29  35  1  38  58  27  15  44  25  19  10  74  70  21  
89  91  39  57  63  80  24  49  96  91  74  46  32  62  95  27  26  97  60  82  18  88  0  79  97  11  89  100  87  7  5  17  27  7  71  74  53  54  74  47  94  41  100  70  94  14  26  20  58  39  8  68  39  48  68  51  1  37  57  17  10  66  23  53  24  8  26  74  15  52  84  25  75  53  79  8  84  47  52  46  38  68  63  70  20  18  99  11  57  28  60  72  71  35  33  35  36  56  47  81  
96  47  80  27  29  11  42  64  87  10  66  71  20  50  74  41  39  98  65  76  7  6  79  0  63  36  56  73  77  30  65  9  37  64  76  100  85  52  1  52  51  62  78  75  51  1  50  23  10  39  59  18  81  64  52  63  68  32  67  3  36  97  33  5  98  30  25  27  18  50  62  16  32  58  12  24  32  55  80  20  35  73  30  20  73  74  48  55  29  39  79  10  32  94  40  88  23  29  74  28  
28  87  75  31  32  20  8  28  56  10  70  81  46  62  23  23  69  56  75  35  96  33  97  63  0  51  1  53  33  57  6  29  89  63  1  5  92  29  59  20  24  5  94  7  25  91  95  77  32  79  10  94  60  71  65  42  96  86  13  64  96  53  52  93  48  45  83  17  99  1  76  4  6  32  68  80  52  64  63  67  15  36  73  54  70  23  49  50  78  71  68  34  39  100  35  39  58  100  64  24  
85  28  63  52  33  91  43  50  79  89  6  3  1  41  95  47  70  68  50  97  55  52  11  36  51  0  55  60  87  87  72  71  22  70  9  88  90  92  95  54  81  59  33  35  37  15  6  76  9  59  48  90  83  78  89  45  85  33  5  37  10  68  38  27  18  68  100  92  6  49  1  15  64  27  46  86  13  25  92  39  41  15  81  26  72  98  6  98  88  99  15  25  80  46  8  9  53  73  11  41  
